TestID,Category,Module / Page,Test Case,Method,Environment,Status,Observed Result (evidence),CWE,OWASP,Executed At
BE-00309,API,Wellness,GET /api/v1/wellness/dashboard — case insensitive path check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404 (case-sensitive routing correctly rejects altered-case path), 0.8ms",,,2026-07-29T08:51:33.787Z
BE-00310,Functional,Wellness,GET /api/v1/wellness/dashboard — response schema check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 18.8ms. {""burnout_analysis"":{""burnout_score"":10.37,""risk_level"":""low"",""component_scores"":{""sleep_score"":16.5,""phone_overuse_score"":16.0,""typing_distress_score"":2.4,""activity_score"":11.6,""emotion_score"":0.0},""",,,2026-07-29T08:51:33.806Z
BE-00311,Functional,Wellness,GET /api/v1/wellness/trends — valid request,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 8.5ms. {""seven_day"":{""burnout"":[{""date"":""2026-07-29"",""burnout_score"":10.37,""risk_level"":""low""},{""date"":""2026-07-29"",""burnout_score"":10.37,""risk_level"":""low""},{""date"":""2026-07-29"",""burnout_score"":10.37,""risk_",,,2026-07-29T08:51:33.815Z
BE-00312,API,Wellness,GET /api/v1/wellness/trends — unsupported method,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 405 (expected [404, 405]), 0.8ms. {""detail"":""Method Not Allowed""}",,,2026-07-29T08:51:33.816Z
BE-00313,API,Wellness,GET /api/v1/wellness/trends — trailing slash variant,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 307 (redirect), 0.8ms",,,2026-07-29T08:51:33.816Z
BE-00314,Security,Wellness,GET /api/v1/wellness/trends — missing auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 0.8ms. {""detail"":""Not authenticated""}",CWE-306: Missing Authentication for Critical Function,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.817Z
BE-00315,Security,Wellness,GET /api/v1/wellness/trends — malformed auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.5ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.819Z
BE-00316,Security,Wellness,GET /api/v1/wellness/trends — expired auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.6ms. {""detail"":""Could not validate credentials""}",CWE-613: Insufficient Session Expiration,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.821Z
BE-00317,Security,Wellness,GET /api/v1/wellness/trends — token for nonexistent user,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 2.4ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.823Z
BE-00318,Security,Wellness,GET /api/v1/wellness/trends — cors preflight,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 1.0ms — preflight handled without server error",CWE-942: Overly Permissive Cross-domain Whitelist,A05:2021-Security Misconfiguration,2026-07-29T08:51:33.824Z
BE-00319,API,Wellness,GET /api/v1/wellness/trends — case insensitive path check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404 (case-sensitive routing correctly rejects altered-case path), 0.9ms",,,2026-07-29T08:51:33.825Z
BE-00320,Functional,Wellness,GET /api/v1/wellness/trends — response schema check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 7.6ms. {""seven_day"":{""burnout"":[{""date"":""2026-07-29"",""burnout_score"":10.37,""risk_level"":""low""},{""date"":""2026-07-29"",""burnout_score"":10.37,""risk_level"":""low""},{""date"":""2026-07-29"",""burnout_score"":10.37,""risk_",,,2026-07-29T08:51:33.833Z
BE-00321,Functional,Recommendations,GET /api/v1/recommendations/ — valid request,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 5.3ms. {""burnout_score"":10.37,""risk_level"":""low"",""recommendations"":[{""title"":""Keep Up Your Active Lifestyle"",""description"":""Your activity levels are healthy. Continue incorporating regular movement and break",,,2026-07-29T08:51:33.838Z
BE-00322,API,Recommendations,GET /api/v1/recommendations/ — unsupported method,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 405 (expected [404, 405]), 0.8ms. {""detail"":""Method Not Allowed""}",,,2026-07-29T08:51:33.839Z
BE-00323,API,Recommendations,GET /api/v1/recommendations/ — trailing slash variant,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 307 (redirect), 0.8ms",,,2026-07-29T08:51:33.840Z
BE-00324,Security,Recommendations,GET /api/v1/recommendations/ — missing auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 0.7ms. {""detail"":""Not authenticated""}",CWE-306: Missing Authentication for Critical Function,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.841Z
BE-00325,Security,Recommendations,GET /api/v1/recommendations/ — malformed auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.5ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.842Z
BE-00326,Security,Recommendations,GET /api/v1/recommendations/ — expired auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.6ms. {""detail"":""Could not validate credentials""}",CWE-613: Insufficient Session Expiration,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.844Z
BE-00327,Security,Recommendations,GET /api/v1/recommendations/ — token for nonexistent user,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 2.0ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.846Z
BE-00328,Security,Recommendations,GET /api/v1/recommendations/ — cors preflight,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 0.7ms — preflight handled without server error",CWE-942: Overly Permissive Cross-domain Whitelist,A05:2021-Security Misconfiguration,2026-07-29T08:51:33.847Z
BE-00329,API,Recommendations,GET /api/v1/recommendations/ — case insensitive path check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404 (case-sensitive routing correctly rejects altered-case path), 0.7ms",,,2026-07-29T08:51:33.848Z
BE-00330,Functional,Recommendations,GET /api/v1/recommendations/ — response schema check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 5.3ms. {""burnout_score"":10.37,""risk_level"":""low"",""recommendations"":[{""title"":""Keep Up Your Active Lifestyle"",""description"":""Your activity levels are healthy. Continue incorporating regular movement and break",,,2026-07-29T08:51:33.853Z
BE-00331,Functional,Recommendations,GET /api/v1/recommendations/quick — valid request,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 4.7ms. {""burnout_score"":10.37,""risk_level"":""low"",""tips"":[{""title"":""Keep Up Your Active Lifestyle"",""tip"":""Consider adding high-intensity interval training (HIIT) 1-2 times per week"",""category"":""activity"",""pri",,,2026-07-29T08:51:33.858Z
BE-00332,API,Recommendations,GET /api/v1/recommendations/quick — unsupported method,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 405 (expected [404, 405]), 0.8ms. {""detail"":""Method Not Allowed""}",,,2026-07-29T08:51:33.859Z
BE-00333,API,Recommendations,GET /api/v1/recommendations/quick — trailing slash variant,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 307 (redirect), 0.9ms",,,2026-07-29T08:51:33.860Z
BE-00334,Security,Recommendations,GET /api/v1/recommendations/quick — missing auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 0.8ms. {""detail"":""Not authenticated""}",CWE-306: Missing Authentication for Critical Function,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.860Z
BE-00335,Security,Recommendations,GET /api/v1/recommendations/quick — malformed auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.5ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.862Z
BE-00336,Security,Recommendations,GET /api/v1/recommendations/quick — expired auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.6ms. {""detail"":""Could not validate credentials""}",CWE-613: Insufficient Session Expiration,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.864Z
BE-00337,Security,Recommendations,GET /api/v1/recommendations/quick — token for nonexistent user,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 2.0ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.866Z
BE-00338,Security,Recommendations,GET /api/v1/recommendations/quick — cors preflight,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 0.7ms — preflight handled without server error",CWE-942: Overly Permissive Cross-domain Whitelist,A05:2021-Security Misconfiguration,2026-07-29T08:51:33.867Z
BE-00339,API,Recommendations,GET /api/v1/recommendations/quick — case insensitive path check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404 (case-sensitive routing correctly rejects altered-case path), 0.8ms",,,2026-07-29T08:51:33.868Z
BE-00340,Functional,Recommendations,GET /api/v1/recommendations/quick — response schema check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 4.5ms. {""burnout_score"":10.37,""risk_level"":""low"",""tips"":[{""title"":""Keep Up Your Active Lifestyle"",""tip"":""Consider adding high-intensity interval training (HIIT) 1-2 times per week"",""category"":""activity"",""pri",,,2026-07-29T08:51:33.872Z
BE-00341,Functional,Recommendations,GET /api/v1/recommendations/narrative — valid request,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 5.0ms. {""summary"":""Your burnout score is 10.4/100 (low risk)."",""main_cause"":""Multiple factors are contributing to your stress levels."",""positive_note"":""You're taking steps by monitoring your wellness."",""urge",,,2026-07-29T08:51:33.877Z
BE-00342,API,Recommendations,GET /api/v1/recommendations/narrative — unsupported method,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 405 (expected [404, 405]), 0.8ms. {""detail"":""Method Not Allowed""}",,,2026-07-29T08:51:33.878Z
BE-00343,API,Recommendations,GET /api/v1/recommendations/narrative — trailing slash variant,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 307 (redirect), 0.8ms",,,2026-07-29T08:51:33.879Z
BE-00344,Security,Recommendations,GET /api/v1/recommendations/narrative — missing auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 0.7ms. {""detail"":""Not authenticated""}",CWE-306: Missing Authentication for Critical Function,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.880Z
BE-00345,Security,Recommendations,GET /api/v1/recommendations/narrative — malformed auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.5ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.881Z
BE-00346,Security,Recommendations,GET /api/v1/recommendations/narrative — expired auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.6ms. {""detail"":""Could not validate credentials""}",CWE-613: Insufficient Session Expiration,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.883Z
BE-00347,Security,Recommendations,GET /api/v1/recommendations/narrative — token for nonexistent user,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 2.0ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.885Z
BE-00348,Security,Recommendations,GET /api/v1/recommendations/narrative — cors preflight,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 0.9ms — preflight handled without server error",CWE-942: Overly Permissive Cross-domain Whitelist,A05:2021-Security Misconfiguration,2026-07-29T08:51:33.886Z
BE-00349,API,Recommendations,GET /api/v1/recommendations/narrative — case insensitive path check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404 (case-sensitive routing correctly rejects altered-case path), 0.8ms",,,2026-07-29T08:51:33.887Z
BE-00350,Functional,Recommendations,GET /api/v1/recommendations/narrative — response schema check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 5.3ms. {""summary"":""Your burnout score is 10.4/100 (low risk)."",""main_cause"":""Multiple factors are contributing to your stress levels."",""positive_note"":""You're taking steps by monitoring your wellness."",""urge",,,2026-07-29T08:51:33.892Z
BE-00351,Functional,Recommendations,GET /api/v1/recommendations/emotion-insight — valid request,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 5.4ms. {""interpretation"":""Your emotional data shows a mix of states."",""underlying_cause"":""Stress and workload are common drivers."",""coping_tip"":""Try 5 deep breaths: inhale 4s, hold 4s, exhale 6s."",""affirmati",,,2026-07-29T08:51:33.898Z
BE-00352,API,Recommendations,GET /api/v1/recommendations/emotion-insight — unsupported method,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 405 (expected [404, 405]), 0.8ms. {""detail"":""Method Not Allowed""}",,,2026-07-29T08:51:33.898Z
BE-00353,API,Recommendations,GET /api/v1/recommendations/emotion-insight — trailing slash variant,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 307 (redirect), 0.8ms",,,2026-07-29T08:51:33.899Z
BE-00354,Security,Recommendations,GET /api/v1/recommendations/emotion-insight — missing auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 0.8ms. {""detail"":""Not authenticated""}",CWE-306: Missing Authentication for Critical Function,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.900Z
BE-00355,Security,Recommendations,GET /api/v1/recommendations/emotion-insight — malformed auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.5ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.902Z
BE-00356,Security,Recommendations,GET /api/v1/recommendations/emotion-insight — expired auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.6ms. {""detail"":""Could not validate credentials""}",CWE-613: Insufficient Session Expiration,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.903Z
BE-00357,Security,Recommendations,GET /api/v1/recommendations/emotion-insight — token for nonexistent user,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 2.0ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.905Z
BE-00358,Security,Recommendations,GET /api/v1/recommendations/emotion-insight — cors preflight,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 0.7ms — preflight handled without server error",CWE-942: Overly Permissive Cross-domain Whitelist,A05:2021-Security Misconfiguration,2026-07-29T08:51:33.906Z
BE-00359,API,Recommendations,GET /api/v1/recommendations/emotion-insight — case insensitive path check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404 (case-sensitive routing correctly rejects altered-case path), 0.7ms",,,2026-07-29T08:51:33.907Z
BE-00360,Functional,Recommendations,GET /api/v1/recommendations/emotion-insight — response schema check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 5.1ms. {""interpretation"":""Your emotional data shows a mix of states."",""underlying_cause"":""Stress and workload are common drivers."",""coping_tip"":""Try 5 deep breaths: inhale 4s, hold 4s, exhale 6s."",""affirmati",,,2026-07-29T08:51:33.912Z
BE-00361,Functional,Recommendations,GET /api/v1/recommendations/sleep-insight — valid request,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 3.4ms. {""assessment"":""Your average sleep is 62500000000005.6h with 62500000000061/100 quality."",""biggest_issue"":""Consistency needs improvement."",""tonight_tip"":""Set a fixed bedtime alarm for tonight."",""long_t",,,2026-07-29T08:51:33.916Z
BE-00362,API,Recommendations,GET /api/v1/recommendations/sleep-insight — unsupported method,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 405 (expected [404, 405]), 0.8ms. {""detail"":""Method Not Allowed""}",,,2026-07-29T08:51:33.916Z
BE-00363,API,Recommendations,GET /api/v1/recommendations/sleep-insight — trailing slash variant,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 307 (redirect), 1.0ms",,,2026-07-29T08:51:33.917Z
BE-00364,Security,Recommendations,GET /api/v1/recommendations/sleep-insight — missing auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 0.8ms. {""detail"":""Not authenticated""}",CWE-306: Missing Authentication for Critical Function,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.918Z
BE-00365,Security,Recommendations,GET /api/v1/recommendations/sleep-insight — malformed auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.5ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.920Z
BE-00366,Security,Recommendations,GET /api/v1/recommendations/sleep-insight — expired auth token,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.6ms. {""detail"":""Could not validate credentials""}",CWE-613: Insufficient Session Expiration,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.922Z
BE-00367,Security,Recommendations,GET /api/v1/recommendations/sleep-insight — token for nonexistent user,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 2.0ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.924Z
BE-00368,Security,Recommendations,GET /api/v1/recommendations/sleep-insight — cors preflight,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 0.7ms — preflight handled without server error",CWE-942: Overly Permissive Cross-domain Whitelist,A05:2021-Security Misconfiguration,2026-07-29T08:51:33.924Z
BE-00369,API,Recommendations,GET /api/v1/recommendations/sleep-insight — case insensitive path check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404 (case-sensitive routing correctly rejects altered-case path), 0.8ms",,,2026-07-29T08:51:33.925Z
BE-00370,Functional,Recommendations,GET /api/v1/recommendations/sleep-insight — response schema check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 2.8ms. {""assessment"":""Your average sleep is 62500000000005.6h with 62500000000061/100 quality."",""biggest_issue"":""Consistency needs improvement."",""tonight_tip"":""Set a fixed bedtime alarm for tonight."",""long_t",,,2026-07-29T08:51:33.928Z
BE-00371,Functional,Wellness Chat,POST /api/v1/chat — valid request,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 7.5ms. {""reply"":""QA, here's what your sleep data tells me:\n\n• Duration: **7.5h** (optimal is 7–9h)\n• Quality: **82/100**\n• Bedtime: **23:00**\n\nYour sleep duration is solid! Focus on improving the quali",,,2026-07-29T08:51:33.936Z
BE-00372,API,Wellness Chat,POST /api/v1/chat — unsupported method,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 405 (expected [404, 405]), 0.8ms. {""detail"":""Method Not Allowed""}",,,2026-07-29T08:51:33.937Z
BE-00373,API,Wellness Chat,POST /api/v1/chat — trailing slash variant,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 307 (redirect), 0.8ms",,,2026-07-29T08:51:33.938Z
BE-00374,Security,Wellness Chat,POST /api/v1/chat — missing auth token,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 0.9ms. {""detail"":""Not authenticated""}",CWE-306: Missing Authentication for Critical Function,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.938Z
BE-00375,Security,Wellness Chat,POST /api/v1/chat — malformed auth token,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.6ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.940Z
BE-00376,Security,Wellness Chat,POST /api/v1/chat — expired auth token,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 1.7ms. {""detail"":""Could not validate credentials""}",CWE-613: Insufficient Session Expiration,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.942Z
BE-00377,Security,Wellness Chat,POST /api/v1/chat — token for nonexistent user,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 401 (expected [401]), 2.1ms. {""detail"":""Could not validate credentials""}",CWE-287: Improper Authentication,A07:2021-Identification and Authentication Failures,2026-07-29T08:51:33.944Z
BE-00378,Security,Wellness Chat,POST /api/v1/chat — cors preflight,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 0.9ms — preflight handled without server error",CWE-942: Overly Permissive Cross-domain Whitelist,A05:2021-Security Misconfiguration,2026-07-29T08:51:33.945Z
BE-00379,API,Wellness Chat,POST /api/v1/chat — case insensitive path check,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404 (case-sensitive routing correctly rejects altered-case path), 0.8ms",,,2026-07-29T08:51:33.946Z
BE-00380,Security,Wellness Chat,POST /api/v1/chat — string field message sql injection,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 4.6ms. {""reply"":""QA, I heard you. Your current burnout score is **10/100** (low risk), and your biggest opportunity right now is improving your **work intensity**.\n\nI'm here as your personal wellness coach",CWE-89: SQL Injection,A03:2021-Injection,2026-07-29T08:51:33.951Z
BE-00381,Security,Wellness Chat,POST /api/v1/chat — string field message xss payload,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 4.4ms. {""reply"":""QA, I heard you. Your current burnout score is **10/100** (low risk), and your biggest opportunity right now is improving your **work intensity**.\n\nI'm here as your personal wellness coach",CWE-79: Cross-Site Scripting,A03:2021-Injection,2026-07-29T08:51:33.955Z
BE-00382,Security,Wellness Chat,POST /api/v1/chat — string field message crlf injection,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 4.4ms. {""reply"":""QA, I heard you. Your current burnout score is **10/100** (low risk), and your biggest opportunity right now is improving your **work intensity**.\n\nI'm here as your personal wellness coach",CWE-93: CRLF Injection,A03:2021-Injection,2026-07-29T08:51:33.960Z
BE-00383,Functional,Wellness Chat,POST /api/v1/chat — string field message oversized 6000 chars,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 5.1ms. {""reply"":""QA, I heard you. Your current burnout score is **10/100** (low risk), and your biggest opportunity right now is improving your **work intensity**.\n\nI'm here as your personal wellness coach",CWE-1284: Improper Validation of Specified Quantity in Input,A04:2021-Insecure Design,2026-07-29T08:51:33.965Z
BE-00384,Functional,Wellness Chat,POST /api/v1/chat — string field message empty string,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 4.4ms. {""reply"":""QA, I heard you. Your current burnout score is **10/100** (low risk), and your biggest opportunity right now is improving your **work intensity**.\n\nI'm here as your personal wellness coach",,,2026-07-29T08:51:33.969Z
BE-00385,Functional,Wellness Chat,POST /api/v1/chat — string field message whitespace only,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 4.3ms. {""reply"":""QA, I heard you. Your current burnout score is **10/100** (low risk), and your biggest opportunity right now is improving your **work intensity**.\n\nI'm here as your personal wellness coach",,,2026-07-29T08:51:33.973Z
BE-00386,Functional,Wellness Chat,POST /api/v1/chat — missing required field message,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 422 (expected [422]), 2.3ms. {""detail"":[{""type"":""missing"",""loc"":[""body"",""message""],""msg"":""Field required"",""input"":{""history"":[]},""url"":""https://errors.pydantic.dev/2.5/v/missing""}]}",,,2026-07-29T08:51:33.976Z
BE-00387,Functional,Wellness Chat,POST /api/v1/chat — wrong type for string field message,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 422 (expected [422]), 2.2ms. {""detail"":[{""type"":""string_type"",""loc"":[""body"",""message""],""msg"":""Input should be a valid string"",""input"":12345,""url"":""https://errors.pydantic.dev/2.5/v/string_type""}]}",,,2026-07-29T08:51:33.978Z
BE-00388,Functional,Wellness Chat,POST /api/v1/chat — extra unexpected fields ignored,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 4.3ms. {""reply"":""QA, here's what your sleep data tells me:\n\n• Duration: **7.5h** (optimal is 7–9h)\n• Quality: **82/100**\n• Bedtime: **23:00**\n\nYour sleep duration is solid! Focus on improving the quali",CWE-915: Improperly Controlled Modification of Dynamically-Determined Object Attributes,A08:2021-Software and Data Integrity Failures,2026-07-29T08:51:33.983Z
BE-00389,Functional,Wellness Chat,POST /api/v1/chat — invalid json body syntax,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 422 (expected [400, 422]), 0.9ms. {""detail"":[{""type"":""json_invalid"",""loc"":[""body"",1],""msg"":""JSON decode error"",""input"":{},""ctx"":{""error"":""Expecting property name enclosed in double quotes""}}]}",,,2026-07-29T08:51:33.983Z
BE-00390,Functional,System,GET /api/v1/seed/{user_id} — valid request,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 29.4ms. {""status"":""success"",""message"":""Successfully seeded 30 days of mock data for user 1 (qa_usere8f94e49)"",""records_created"":{""sleep"":30,""phone_usage"":30,""typing"":30,""emotions"":60,""activity"":30,""burnout"":3",,,2026-07-29T08:51:34.013Z
BE-00391,API,System,GET /api/v1/seed/{user_id} — unsupported method,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 405 (expected [404, 405]), 0.9ms. {""detail"":""Method Not Allowed""}",,,2026-07-29T08:51:34.014Z
